Replication,Line,Tester,Yield,Type
2,Genom20,tester2,16.57513701,cross
2,Genom20,tester1,21.825,cross
2,Genom202,tester2,17.25,cross
2,Genom202,tester1,26.76666667,cross
2,Genom206,tester2,14.8,cross
2,Genom206,tester1,14.2,cross
2,Genom21,tester2,17.57750751,cross
2,Genom21,tester1,25,cross
2,Genom216,tester2,13.7,cross
2,Genom216,tester1,24.6,cross
2,Genom222,tester2,57.2,cross
2,Genom222,tester1,30.65,cross
2,Genom23,tester2,16.76274418,cross
2,Genom23,tester1,12.03333333,cross
2,Genom231,tester2,10.625,cross
2,Genom231,tester1,18.675,cross
2,Genom234,tester2,18.00451199,cross
2,Genom234,tester1,22.3,cross
2,Genom237,tester2,6.95,cross
2,Genom237,tester1,26.36666667,cross
2,Genom238,tester2,6.06,cross
2,Genom238,tester1,20.98360094,cross
2,Genom239,tester2,14.2,cross
2,Genom239,tester1,17.6,cross
2,Genom240,tester2,7.25,cross
2,Genom240,tester1,19.675,cross
2,Genom241,tester2,16.96889337,cross
2,Genom241,tester1,20.2,cross
2,Genom247,tester2,17.82837412,cross
2,Genom247,tester1,16.25,cross
2,Genom248,tester2,9.625,cross
2,Genom248,tester1,21.63333333,cross
2,Genom251,tester2,12.48,cross
2,Genom251,tester1,20.96666667,cross
2,Genom255,tester2,12.9,cross
2,Genom255,tester1,15.06666667,cross
2,Genom258,tester2,18.5,cross
2,Genom258,tester1,23.18,cross
2,Genom259,tester2,10.96,cross
2,Genom259,tester1,21.95,cross
2,Genom260,tester2,24.7,cross
2,Genom260,tester1,20.54592101,cross
2,Genom262,tester2,17.175,cross
2,Genom262,tester1,10.8,cross
2,Genom263,tester2,17.65547815,cross
2,Genom263,tester1,11.4,cross
2,Genom267,tester2,13.25,cross
2,Genom267,tester1,20.35,cross
2,Genom283,tester2,35.675,cross
2,Genom283,tester1,20.58026713,cross
2,Genom292,tester2,8.7,cross
2,Genom292,tester1,14.3,cross
2,Genom293,tester2,5.8,cross
2,Genom293,tester1,19.2,cross
2,Genom296,tester2,11.36,cross
2,Genom296,tester1,26.72,cross
2,Genom298,tester2,24.6,cross
2,Genom298,tester1,20.975,cross
2,Genom3,tester2,15.86885828,cross
2,Genom3,tester1,6.6,cross
2,Genom301,tester2,18.72,cross
2,Genom301,tester1,19.15,cross
2,Genom303,tester2,18.34894583,cross
2,Genom303,tester1,23.8,cross
2,Genom305,tester2,14.93333333,cross
2,Genom305,tester1,33.95,cross
2,Genom308,tester2,35.55,cross
2,Genom308,tester1,17.16666667,cross
2,Genom310,tester2,24.15,cross
2,Genom310,tester1,37.025,cross
2,Genom312,tester2,15.53333333,cross
2,Genom312,tester1,36.075,cross
2,Genom313,tester2,17.20426045,cross
2,Genom313,tester1,17.96666667,cross
2,Genom314,tester2,14.03333333,cross
2,Genom314,tester1,25.5,cross
2,Genom315,tester2,18.5,cross
2,Genom315,tester1,21.6,cross
2,Genom319,tester2,18.24272274,cross
2,Genom319,tester1,20.2,cross
2,Genom32,tester2,17.25056851,cross
2,Genom32,tester1,18.4,cross
2,Genom321,tester2,18.9360941,cross
2,Genom321,tester1,23.16666667,cross
2,Genom324,tester2,17.99408127,cross
2,Genom324,tester1,22.86,cross
2,Genom329,tester2,28.4,cross
2,Genom329,tester1,34.68,cross
2,Genom331,tester2,33.4,cross
2,Genom331,tester1,26.1,cross
2,Genom334,tester2,14.88,cross
2,Genom334,tester1,19.26,cross
2,Genom335,tester2,12.26,cross
2,Genom335,tester1,21.26666667,cross
2,Genom338,tester2,10.45,cross
2,Genom338,tester1,20.27988764,cross
2,Genom339,tester2,18.9,cross
2,Genom339,tester1,14.32,cross
2,Genom341,tester2,13.4,cross
2,Genom341,tester1,33.7,cross
2,Genom35,tester2,16.05106875,cross
2,Genom35,tester1,23.26,cross
2,Genom38,tester2,18.69681526,cross
2,Genom38,tester1,20.35,cross
2,Genom39,tester2,16.03394346,cross
2,Genom39,tester1,22.96666667,cross
2,Genom4,tester2,16.06666667,cross
2,Genom4,tester1,19.925,cross
2,Genom45,tester2,12.6,cross
2,Genom45,tester1,19.13333333,cross
2,Genom47,tester2,17.8,cross
2,Genom47,tester1,29.16666667,cross
2,Genom52,tester2,14.75,cross
2,Genom52,tester1,12.275,cross
2,Genom60,tester2,5.74,cross
2,Genom60,tester1,3.95,cross
2,Genom62,tester2,15,cross
2,Genom62,tester1,24.96666667,cross
2,Genom67,tester2,5.32,cross
2,Genom67,tester1,23.825,cross
2,Genom70,tester2,11.26,cross
2,Genom70,tester1,25.4,cross
2,Genom74,tester2,9.52,cross
2,Genom74,tester1,25.26666667,cross
2,Genom77,tester2,10.375,cross
2,Genom77,tester1,26.4,cross
2,Genom78,tester2,10.76,cross
2,Genom78,tester1,14.43333333,cross
2,Genom80,tester2,16.8,cross
2,Genom80,tester1,20.26666667,cross
2,Genom82,tester2,11.875,cross
2,Genom82,tester1,18.5,cross
2,Genom86,tester2,22.6,cross
2,Genom86,tester1,10.9,cross
2,Genom87,tester2,5.175,cross
2,Genom87,tester1,10,cross
2,Genom92,tester2,8.58,cross
2,Genom92,tester1,10.92,cross
2,Genom96,tester2,6.35,cross
2,Genom96,tester1,46.35,cross
2,Genor100,tester2,23.75,cross
2,Genor100,tester1,21.22307272,cross
2,Genor101,tester2,21.53333333,cross
2,Genor101,tester1,16.3,cross
2,Genor105,tester2,23.46666667,cross
2,Genor105,tester1,14.6,cross
2,Genor106,tester2,27.8,cross
2,Genor106,tester1,10,cross
2,Genor109,tester2,37.95,cross
2,Genor109,tester1,18.2,cross
2,Genor113,tester2,31.8,cross
2,Genor113,tester1,21.39298407,cross
2,Genor114,tester2,17.36666667,cross
2,Genor114,tester1,9.6,cross
2,Genor117,tester2,19.56666667,cross
2,Genor117,tester1,12.85,cross
2,Genor118,tester2,16.9,cross
2,Genor118,tester1,12.25,cross
2,Genor119,tester2,27.075,cross
2,Genor119,tester1,18.83333333,cross
2,Genor124,tester2,35.94,cross
2,Genor124,tester1,10.33333333,cross
2,Genor127,tester2,32.93333333,cross
2,Genor127,tester1,14.6,cross
2,Genor16,tester2,16.13333333,cross
2,Genor16,tester1,20.73157907,cross
2,Genor20,tester2,20.825,cross
2,Genor20,tester1,21.00542505,cross
2,Genor21,tester2,22.4,cross
2,Genor21,tester1,7.833333333,cross
2,Genor22,tester2,32.4,cross
2,Genor22,tester1,20.96099974,cross
2,Genor23,tester2,25.4,cross
2,Genor23,tester1,11.5,cross
2,Genor25,tester2,26.8,cross
2,Genor25,tester1,21.07449194,cross
2,Genor26,tester2,23.975,cross
2,Genor26,tester1,10.74,cross
2,Genor27,tester2,23.04,cross
2,Genor27,tester1,10.1,cross
2,Genor28,tester2,25.96666667,cross
2,Genor28,tester1,21.00135838,cross
2,Genor29,tester2,23.875,cross
2,Genor29,tester1,13.4,cross
2,Genor30,tester2,31.38,cross
2,Genor30,tester1,16.6,cross
2,Genor31,tester2,8.05,cross
2,Genor31,tester1,12.5,cross
2,Genor33,tester2,27.68,cross
2,Genor33,tester1,21.26967792,cross
2,Genor35,tester2,23.35,cross
2,Genor35,tester1,20.85640253,cross
2,Genor36,tester2,25.2,cross
2,Genor36,tester1,39.9,cross
2,Genor37,tester2,23.7,cross
2,Genor37,tester1,4.5,cross
2,Genor40,tester2,16.1,cross
2,Genor40,tester1,15.825,cross
2,Genor45,tester2,23.95,cross
2,Genor45,tester1,28.68,cross
2,Genor48,tester2,33.86666667,cross
2,Genor48,tester1,33.72,cross
2,Genor49,tester2,19.125,cross
2,Genor49,tester1,22.99370341,cross
2,Genor53,tester2,13.93333333,cross
2,Genor53,tester1,8.32,cross
2,Genor55,tester2,13.15,cross
2,Genor55,tester1,21.8,cross
2,Genor60,tester2,19.06666667,cross
2,Genor60,tester1,12.5,cross
2,Genor61,tester2,23.58,cross
2,Genor61,tester1,23.00380844,cross
2,Genor68,tester2,25.5,cross
2,Genor68,tester1,39.85,cross
2,Genor69,tester2,20.5,cross
2,Genor69,tester1,23.03685676,cross
2,Genor71,tester2,16.86,cross
2,Genor71,tester1,10.28,cross
2,Genor72,tester2,7.96,cross
2,Genor72,tester1,1.78,cross
2,Genor73,tester2,7.9,cross
2,Genor73,tester1,11.9,cross
2,Genor75,tester2,35.6,cross
2,Genor75,tester1,23.0065281,cross
2,Genor77,tester2,21.4,cross
2,Genor77,tester1,22.99792299,cross
2,Genor78,tester2,24.16666667,cross
2,Genor78,tester1,23.05295664,cross
2,Genor80,tester2,28.33333333,cross
2,Genor80,tester1,7.86,cross
2,Genor81,tester2,10.75,cross
2,Genor81,tester1,23.04904214,cross
2,Genor82,tester2,21.6,cross
2,Genor82,tester1,10.45,cross
2,Genor83,tester2,17.83333333,cross
2,Genor83,tester1,11.86666667,cross
2,Genor85,tester2,34.02,cross
2,Genor85,tester1,6.85,cross
2,Genor86,tester2,8.66,cross
2,Genor86,tester1,12.45,cross
2,Genor87,tester2,26.36666667,cross
2,Genor87,tester1,17.66,cross
2,Genor88,tester2,22.95,cross
2,Genor88,tester1,13.775,cross
2,Genor91,tester2,25.96666667,cross
2,Genor91,tester1,21.01502008,cross
2,Genor93,tester2,21,cross
2,Genor93,tester1,16.3,cross
2,Genor94,tester2,18,cross
2,Genor94,tester1,21.8,cross
2,Genor97,tester2,18.7,cross
2,Genor97,tester1,22.36,cross
2,Genor98,tester2,24.125,cross
2,Genor98,tester1,11.93333333,cross
1,tester1,tester1,18.86,tester_self
1,tester2,tester2,16.63333333,tester_self
2,tester1,tester1,17.66666667,tester_self
2,tester2,tester2,23.5,tester_self
